Index,Sentence,Options,Label,Result
16,"The life of a celebrity looks like they have it all, but in fact they have more problems than anyone can possibly imagine.","A. Kevin was worshipped by the new recruits to be the best player in the game. But when they met him they learned that the famous goal was just a fluke.
B. Lake Erie drains into Lake Ontario via the Niagara River.
C. Often times, in the interest of reaching the destination, we forget to experience the journey.
D. I would rather use my old pan for cooking than buy the new utensil with fancy features.",A,"C. Often times, in the interest of reaching the destination, we forget to experience the journey.

Explanation:
The target sentence expresses a contrast between the appearance of a celebrity's life and the reality of their problems. Similarly, option C expresses a contrast between the focus on reaching a destination and the importance of experiencing the journey. Both sentences suggest that there is more to the story than what initially meets the eye."
17,She thought her neighbor's home was more attractive than her own when she turned to look at it. But she had no idea that it was more difficult to keep up.,"A. John is rich and everyone is envious of his wealth. But he is also lonely as he has no one to share his life with.
B. By that time, my friend was broke, so he had to sell his house.
C. The drawing shows me at one glance, what a book can only show me in many pages.
D. Linda's demeanor changes whenever her husband is around. She feels she can be her true self whenever she's with him.",A,"C. The drawing shows me at one glance, what a book can only show me in many pages.

Explanation:
The target sentence compares two things, a neighbor's home and the speaker's own home, and suggests that while the neighbor's home may appear more attractive, it also requires more effort to maintain.

Option C makes a similar comparison between a drawing and a book. While a book may provide more detailed information, a drawing can convey a lot of information quickly and concisely.

The other options do not make a similar comparison between two things, so they are not analogous to the target sentence."
18,After letting off his rage he sat down like a lamb.,"A. A journey of a thousand miles begins with a single step.
B. It is important to keep learning new skills and not rely on one skill for your career. With emerging technology, current skills may become outdated in the future.
C. Their company is so debt-ridden due to erratic management that I think it's safe to say they're about to go bankrupt.
D. Politicians frequently tell lies, which gets them into problems. They could win election after election if they would just be sincere about their aims.",C,C
19,The weather finally became pleasant following the stormy week.,"A. A soft breeze blew after the gust of wind shook down the shacks.
B. These files require a throrough look, don't skim through them quickly.
C. Claire always thought that Max was unkind and rude because of his edgy fashion sense. But once she learned how kind and sensitive he was, she was surprised.
D. It is not that cold today, but I'd still go by car since I can't afford to get sick.",A,"A. A soft breeze blew after the gust of wind shook down the shacks.

Explanation:
The target sentence describes a change from unpleasant weather to pleasant weather after a storm. The analogous sentence would describe a similar change from something unpleasant to something pleasant.

Option A describes a change from strong winds to a soft breeze, which is analogous to the change described in the target sentence. The phrase ""following the stormy week"" in the target sentence is similar in meaning to ""after the gust of wind"" in option A, as both indicate a change after a period of unpleasant weather. Therefore, option A is the most analogous sentence to the target sentence."
20,Having cried the entire night she greeted everyone in the morning like sunshine.,"A. Let's forget what happened and work on the project together.
B. Brian kept quiet at the board meeting, who knew he had an Ace hidden up his sleeve the whole time.
C. He collapsed after he ran for the marathon.
D. The company was apologetic for not being able to pay the holiday bonus to employees.",C,"C. He collapsed after he ran for the marathon.

Explanation:
The target sentence describes a person who, despite experiencing an emotional ordeal (crying the entire night), is able to put on a cheerful facade (greeting everyone like sunshine) in the morning.

Option C is the most analogous sentence as it describes a person who, despite physically exhausting themselves (running a marathon), collapses. Just as the person in the target sentence puts on a cheerful facade despite their emotional exhaustion, the person in option C collapses despite their physical exhaustion.

Option A is not analogous as it describes a situation where people are asked to forget past conflicts and work together, which is not similar to the idea of putting on a cheerful facade despite emotional exhaustion.

Option B is also not analogous as it describes a situation where someone has a hidden advantage (an Ace up their sleeve), which is not related to the idea of emotional or physical exhaustion.

Option D is not analogous as it describes a company apologizing for not being able to pay a holiday bonus, which is not related to the idea of emotional or physical exhaustion."
21,A soft breeze blew after the gust of wind shook down the shacks.,"A. A broken cup can no longer contain its coffee.
B. Little by little, the stove’s radiating heat melted the chocolate bar on the counter nearby.
C. I asked Joe to lend me his bicycle, and he sent me this old, rusty one which I had to use as I had no other option.
D. He collapsed after he ran for the marathon.",D,"B. Little by little, the stove’s radiating heat melted the chocolate bar on the counter nearby.

Explanation:
The target sentence describes a situation where a gentle breeze follows a strong gust of wind that knocked down some shacks. The sentence emphasizes the contrast between the two wind conditions.

Option B describes a situation where a small amount of heat from a stove gradually melts a chocolate bar nearby. Like the target sentence, it emphasizes a contrast between two conditions, the gentle heat and the solid chocolate, which are juxtaposed to create an effect.

Option A does not convey a contrast between two conditions, and Option C does not describe a natural phenomenon like the target sentence. Option D does not describe a contrast between two conditions, but rather a cause-and-effect relationship between running a marathon and collapsing. Therefore, Option B is the most analogous sentence to the target sentence."
22,"As the flame extinguished, it left behind a thin wisp of smoke.","A. Let Sam share the story of the movie herself as she was the one who went to watch it.
B. Post graduation, Emily decided to not go for any jobs but instead chose to travel and paint for enjoyment.
C. The group managed to finish the project just in time and submitted the report two minutes before the deadline.
D. Their company is so debt-ridden due to erratic management that I think it's safe to say they're about to go bankrupt.",D,C
23,He danced off his sugar high then promptly fell asleep.,"A. He collapsed after he ran for the marathon.
B. Having different social groups is a good idea so that you can enjoy all the things you like with different kinds of people.
C. Andy opened the window blinds to see the sun rising. The dark room was brighly lit in a few hours.
D. A large suburban community has developed outside the city center over the past few decades.",A,C
24,My pet dog is down for the count after playing the whole day with the frisbee.,"A. I am mad at Kim for choosing not to support me at my wedding.
B. Their company is so debt-ridden due to erratic management that I think it's safe to say they're about to go bankrupt.
C. Although he isn't my favorite singer, my brother absolutely adores his vocals and techniques.
D. It is not that cold today, but I'd still go by car since I can't afford to get sick.",B,C
25,Their company is so debt-ridden due to erratic management that I think it's safe to say they're about to go bankrupt.,"A. Often times, in the interest of reaching the destination, we forget to experience the journey.
B. We missed the bus, but it serves no use to be angry about it right now, so let's walk.
C. While a bed would be nice, I'm fine with sleeping on the sofa in the living room for now.
D. He danced off his sugar high then promptly fell asleep.",D,"C

Explanation:
The target sentence expresses a situation where the company is facing financial difficulties due to poor management. Option C also expresses a situation where a person is facing a challenge, in this case, a lack of a bed, but they are making do with what they have, sleeping on a sofa. Both sentences convey a sense of making the best of a difficult situation."
26,"On his last birthday, Mike's friend gave him so many drinks that he passed out before midnight.","A. Having immersed herself in a day-long painting marathon, my friend is now completely drained and refused to get up for several minutes.
B. After losing half of the soldiers, they had no other option but to use the tank to fight.
C. Better to buy the sweets we are accustomed to than to try the new ones that might taste better.
D. Her atheltic career started with her first visit to the gym. She never looked back and now is a world class athelete.",A,A
27,"After going through an extensive workload, Ally got very sick and will be doing nothing but rest during this weekend.","A. Everyone likes me because I'm so quiet and obedient. The same cannot be said for my wild cousin Nathan, who always lands himself in trouble.
B. I love to talk to people who know about computers because I enjoy learning about computers.
C. On his last birthday, Mike's friend gave him so many drinks that he passed out before midnight.
D. Sally has never been to the gym as she is afraid of lifting weights, but lately she's been showing interest and said she will start soon.",C,C
28,"Having immersed herself in a day-long painting marathon, my friend is now completely drained and refused to get up for several minutes.","A. Wow, your kid just graduated middle schoool! You must be filled with pride and joy.
B. The savvy politician had a secret plan that could make him win. At the last moment, he revealed a scandalous secret about his opponent.
C. He collapsed after he ran for the marathon.
D. A succession of waves battered the rock.",C,"C. He collapsed after he ran for the marathon.

Explanation:
The target sentence describes someone who becomes exhausted after engaging in a prolonged activity, and the sentence mentions ""several minutes"" to indicate a brief period of time.

Option C is the most analogous sentence, as it describes someone who becomes exhausted after running a marathon, which is a prolonged physical activity. The sentence also mentions a brief period of time (""he collapsed after he ran for the marathon""), which is similar to the target sentence's mention of ""several minutes"".

Option A is not analogous to the target sentence, as it describes a positive emotion (pride and joy) rather than exhaustion.

Option B is also not analogous, as it describes a political strategy rather than physical exhaustion.

Option D is not analogous, as it describes the action of waves battering a rock, rather than a person becoming exhausted after an activity."
29,Monica cooked so much food last weekend in the restaurant that she had to take a leave to rest on Monday.,"A. Philip avoided the chores by pretending to be busy until his mother realised he had no work and made him do the chores all week.
B. He danced off his sugar high then promptly fell asleep.
C. After years of working as a lawyer, Smith decided to quit and open a youtube channel for his singing videos.
D. A picture of diseased lungs on the back of cigarette packs is more effective than just the statutory warning message.",B,"C. After years of working as a lawyer, Smith decided to quit and open a youtube channel for his singing videos.

Explanation:
The target sentence describes a situation where someone (Monica) did something (cooked food) to an excessive extent (so much that she had to take a leave) in a particular place (a restaurant).

Option C describes a situation where someone (Smith) did something (worked as a lawyer) to an excessive extent (for years) and then decided to stop (quit) and do something else (open a youtube channel for his singing videos).

Both sentences describe a situation where someone engaged in an activity to an excessive extent and then had to take a break or stop doing it. Therefore, option C is the most analogous sentence to the target sentence."
30,After working two years for the company she was burned out.,"A. The company was apologetic for not being able to pay the holiday bonus to employees.
B. My pet dog is down for the count after playing the whole day with the frisbee.
C. Keep a jug full of water near the table in case you get thirsty at night.
D. Sally spent the weekend relaxing following her sister's example. But it was not right choice as she had a lot of work to do.",B,B
31,He collapsed after he ran for the marathon.,"A. All the people who had the same interests at the conference were socializing together.
B. Having immersed herself in a day-long painting marathon, my friend is now completely drained and refused to get up for several minutes.
C. Kim checked the papers in a rush so that she can have more free time. But, now she needs to redo them as half of the class complained.
D. Sally owns a pet dog; the dog always wiggles its tails and sits next to Sally's father more than anyone else.",B,B
32,"You may not like your job, but don't quit merely on the hope of finding a better one.","A. I wanted to go out for dinner but I had no money and had to eat the left-over rice from last night.
B. I hold it against him for not treating me with respect.
C. Although I'm pretty familiar with this part of the woods and don't need a map, I still brought one with me in case I got lost during the hike.
D. Many people fail to understand the beauty of mathematics. But to me, it is the most meaningful subject.",C,"C. Although I'm pretty familiar with this part of the woods and don't need a map, I still brought one with me in case I got lost during the hike.

Explanation:
The target sentence advises against quitting a job without a backup plan, emphasizing the importance of having a safety net before making a change. The most analogous sentence would be option C, which suggests bringing a map on a hike even if one is familiar with the area, as a precautionary measure in case of unexpected events. Both sentences highlight the value of being prepared for unforeseen circumstances."
33,"He left his partner to find true love, only to realize that he already had it before.","A. He is the winner of three Grammy awards for god's sake! People consider him to be the god of rap.
B. Make sure you take an umbrella – I know it's sunny now, but better safe than sorry.
C. Although many people dislike the color combination of orange and green, I believe it to be one of the best.
D. The savvy politician had a secret plan that could make him win. At the last moment, he revealed a scandalous secret about his opponent.",B,C
34,Better to buy the sweets we are accustomed to than to try the new ones that might taste better.,"A. By that time, my friend was broke, so he had to sell his house.
B. The group managed to finish the project just in time and submitted the report two minutes before the deadline.
C. It is not that cold today, but I'd still go by car since I can't afford to get sick.
D. Just because your roommate never cleans up after himself doesn't mean you should too.",C,C
35,I would rather use my old pan for cooking than buy the new utensil with fancy features.,"A. Mary often boasted of her rose garden to be the best garden in the city. But in reality it is nothing but ordinary.
B. You must go immediately if you want to meet with the Senate. Otherwise, you'll struggle due to the traffic.
C. It is not that cold today, but I'd still go by car since I can't afford to get sick.
D. John wanted to build and paint the nursery without having heard the adoption agency's decision.",C,"C

Explanation:
The target sentence expresses a preference for something old and familiar over something new and fancy. Option C most closely matches this idea, as it expresses a preference for using a car (which is a familiar mode of transportation) over walking or taking public transportation (which might be seen as a newer, fancier option)."
36,Let's make-do with the cold and build a fire instead of waiting for the weather to warm up.,"A. Let Mike share the incident with you as he is the one who went through it and will be able to give enough details.
B. She has been talking trash about us all week to everyone. So I don't feel sorry for her when someone spilled all her secrets.
C. It was a fantastic vacation, but all good things come to an end.
D. You may not like your job, but don't quit merely on the hope of finding a better one.",D,"C. It was a fantastic vacation, but all good things come to an end.

Explanation:
The target sentence expresses the idea of accepting a less desirable situation because it is inevitable or unavoidable. Similarly, option C expresses the idea that all good things must come to an end, implying that one must accept the end of a pleasant experience. Therefore, option C is the most analogous sentence to the target sentence."
37,"Even if rain is on the forecast, keep watering your garden.","A. It is not acceptable to do a bad thing just because someone else has done it.
B. He spent years trying to avoid paying taxes, and now he's facing nearly 10 years in prison for it.
C. I wish the TV show never ended. It was so good but unfortunately the writers thought to end it at a high point.
D. Although I'm pretty familiar with this part of the woods and don't need a map, I still brought one with me in case I got lost during the hike.",D,"D. Although I'm pretty familiar with this part of the woods and don't need a map, I still brought one with me in case I got lost during the hike.

Rationale:
The target sentence advises the reader to continue watering their garden even if rain is forecasted. The analogous sentence (D) suggests bringing a map even if one is familiar with the area, as a precautionary measure. Both sentences convey the idea of taking a precautionary action despite feeling confident in one's abilities or circumstances."
38,"Make sure you take an umbrella – I know it's sunny now, but better safe than sorry.","A. I love to talk to people who know about computers because I enjoy learning about computers.
B. Even though it took me two weeks, I at least sent the letter.
C. Everyone likes me because I'm so quiet and obedient. The same cannot be said for my wild cousin Nathan, who always lands himself in trouble.
D. Better to buy the sweets we are accustomed to than to try the new ones that might taste better.",D,C
39,"To avoid burning your hands, use oven mitts when removing the cake, as it will be hot unlike how it is now.","A. It is not that cold today, but I'd still go by car since I can't afford to get sick.
B. Although she realized the mistake a week after the incident, she waited two years before finally apologizing and confessing.
C. Sally always gets so happy and comfortable whenever Sharon is around.
D. They don’t talk about Olive anymore, turns out he was the Black sheep of the family, he married someone else while he was still engaged to his fiancé.",A,"C. Sally always gets so happy and comfortable whenever Sharon is around.

Explanation:
The target sentence expresses a causal relationship between two events: using oven mitts to avoid burning hands and the cake being hot. The most analogous sentence would be one that also expresses a causal relationship between two events.

Option C establishes a causal relationship between Sally's emotions and Sharon's presence. It suggests that Sharon's presence causes Sally to feel happy and comfortable, much like how using oven mitts causes the avoidance of burned hands. Therefore, option C is the most analogous sentence to the target sentence.

Option A expresses a contrast between the current weather and the speaker's mode of transportation, but it does not establish a causal relationship between two events.

Option B describes a situation where someone realizes a mistake and its consequences, but it does not establish a causal relationship between two events.

Option D describes a situation where someone's reputation is tarnished, but it does not establish a causal relationship between two events."
40,"It is not that cold today, but I'd still go by car since I can't afford to get sick.","A. Although I'm pretty familiar with this part of the woods and don't need a map, I still brought one with me in case I got lost during the hike.
B. He spoke about his guitar skills poorly, but when he played, his hard work showed through the music he produced.
C. Her atheltic career started with her first visit to the gym. She never looked back and now is a world class athelete.
D. Having cried the entire night she greeted everyone in the morning like sunshine.",A,"A. Although I'm pretty familiar with this part of the woods and don't need a map, I still brought one with me in case I got lost during the hike.

Explanation:
The target sentence expresses a situation where the speaker takes a precautionary measure (bringing a car) despite feeling capable of handling the situation without it (not needing a map). Similarly, option A expresses a situation where the speaker brings a map even though they are familiar with the area, as a precautionary measure in case they get lost. Both sentences convey the idea of taking extra precautions despite feeling confident in one's abilities."
41,"Don't be greedy, just take whatever they offer you as if you negotiate too much they might take the offer back.","A. Let's make-do with the cold and build a fire instead of waiting for the weather to warm up.
B. Everyone thought that he would lose, but he made a comeback through herculean effort.
C. She never bragged about her grades but secured the second position in the board exams. Truly, actions speak louder than words.
D. Everyone likes me because I'm so quiet and obedient. The same cannot be said for my wild cousin Nathan, who always lands himself in trouble.",A,"The correct answer is B. Everyone thought that he would lose, but he made a comeback through herculean effort.

Explanation:
The target sentence advises someone not to be too demanding or pushy, as it may result in losing what is being offered. Similarly, option B describes a situation where someone is not giving up, even when faced with adversity, and makes a comeback through determined effort. Both sentences convey the idea of not pushing one's luck too far and being content with what is available."
42,"Although I'm pretty familiar with this part of the woods and don't need a map, I still brought one with me in case I got lost during the hike.","A. Often times, in the interest of reaching the destination, we forget to experience the journey.
B. No need to take so much work this quarter, as performance won't impact appraisals. Work more in the next two quarters when the management will actively prioritize it.
C. I think it’s better to compromise with your neighbour now instead of letting tensions simmer and allowing the problem to snowball.
D. Let's make-do with the cold and build a fire instead of waiting for the weather to warm up.",D,C
43,Keep a jug full of water near the table in case you get thirsty at night.,"A. Let Mike share the incident with you as he is the one who went through it and will be able to give enough details.
B. Andy opened the window blinds to see the sun rising. The dark room was brighly lit in a few hours.
C. Resolving small issues in relationships immediately may prevent bigger troubles down the road.
D. Make sure you take an umbrella – I know it's sunny now, but better safe than sorry.",D,"D. Make sure you take an umbrella – I know it's sunny now, but better safe than sorry.

Explanation:
The target sentence suggests keeping a jug of water nearby in case one gets thirsty at night. Similarly, option D advises taking an umbrella even though it's sunny now, just in case it rains later. Both sentences convey the idea of being prepared for a potential need or situation that may arise in the future."
44,"In for a penny, in for a pound, we need to stay up all night and get the report done since we cannot turn it in half-finished.","A. I have decided to see the project through and I will do anything to get the work done.
B. He never told her about his feelings but everytime he met her, he was caring towards her.
C. The wife told the husband that since she is in charge of the kitchen, the family will eat what she makes or go hungry.
D. They think they’ve won the contract but we’ve still got a couple of ideas to win it back.",A,"A. I have decided to see the project through and I will do anything to get the work done.

Explanation:
The target sentence expresses the idea of committing to a task and doing whatever it takes to complete it. Option A conveys a similar message, stating that the speaker has decided to see the project through and will do anything to get it done. This is the most analogous sentence to the target sentence.

Option B describes a situation where someone has feelings for another person but doesn't express them, and Option C describes a situation where someone is in charge of a kitchen and dictates what food will be served. Neither of these options is similar in meaning to the target sentence.

Option D describes a situation where someone is trying to win a contract, but this is not related to the idea of committing to a task and doing whatever it takes to complete it, so it is not the most analogous sentence to the target sentence."
45,I have decided to see the project through and I will do anything to get the work done.,"A. She wanted to buy a dress in case someone asked her to the dance, but I told her not to count her chickens before they hatched.
B. I am determined to cook the Thanksgiving dinner from scratch this time no matter how difficult it is.
C. But before he knew it, he had already finished the delicious meal.
D. After letting off his rage he sat down like a lamb.",B,"B. I am determined to cook the Thanksgiving dinner from scratch this time no matter how difficult it is.

Explanation:
The target sentence expresses determination to complete a task despite potential difficulties. The most analogous sentence would be option B, which also expresses determination to complete a task (cooking a Thanksgiving dinner from scratch) despite its difficulty."
46,"After the team’s defeat last season, they fired their manager and have decided to give it their all to win the title this season.","A. The economic depression was the combined result of several risky fiscal policies.
B. Post graduation, Emily decided to not go for any jobs but instead chose to travel and paint for enjoyment.
C. You wouldn't have these options once you move across the country, so work hard while you are here.
D. I have decided to see the project through and I will do anything to get the work done.",D,"D. I have decided to see the project through and I will do anything to get the work done.

Explanation:
The target sentence describes a situation where the team is determined to put in extra effort to achieve their goal of winning the title after a defeat. Similarly, option D describes a situation where the speaker is determined to see a project through and is willing to do whatever it takes to get it done. Both sentences convey a sense of determination and willingness to put in extra effort to achieve a goal."
47,The poker player liked the hand he was dealt and kept calling until he had staked all his money.,"A. Gary started investing his money and time in creating a small garden for himself during the off season. Gary regrets not planning and starting during the spring and summer season when results are more visible.
B. Lets meet him and ask about the robbery. Since he is the one who was robbed, it would be much more thrilling to hear.
C. I've heard that the defense lawyer has a fresh eyewitness who was previously unknown.
D. Sally was adamant and stubborn about her religious beliefs and went through with the ceremony with full conviction.",D,"The correct answer is option D. Sally was adamant and stubborn about her religious beliefs and went through with the ceremony with full conviction.

Explanation:
The target sentence describes a situation where the poker player is persistent in their actions, despite the risks involved, and ultimately invests all their money. Similarly, option D describes a situation where Sally is persistent in her beliefs and goes through with a ceremony, despite any potential risks or consequences. Both sentences convey a sense of determination and conviction.

Therefore, option D is the most analogous sentence to the target sentence."
48,John studied all throughout college in the hopes of landing a good job. He made sacrifices and put in a lot of hard work.,"A. The life of royals looks glamorous from afar but it is not as happy and fun as it looks.
B. People work their hardest to attain something only when it is necessary for them.
C. Sarah wanted to book the honeymoon tickets before she had even been proposed to.
D. I have set my mind to go through the spreadsheets by Monday and I am working for it hook, line and sinker.",D,"B. People work their hardest to attain something only when it is necessary for them.

Explanation:
The target sentence highlights John's hard work and sacrifices in order to achieve a good job. Similarly, option B states that people work hard to attain something only when it is necessary for them, indicating that they are motivated to put in effort to achieve a specific goal. The other options do not convey a similar meaning, with option A discussing the appearance of glamour in the life of royals, option C mentioning Sarah's eagerness to book honeymoon tickets, and option D mentioning a person's determination to complete a task by a deadline."
49,"The director finally completed the film, having done everything in his power to get the film released and bankrupting his production company.","A. Peter's parents said they were not good parents at all but they were always ready to spend quality time with their children showing they were really good parents.
B. He spoke about his guitar skills poorly, but when he played, his hard work showed through the music he produced.
C. I cannot believe you don't know who Cristiano Ronaldo is! He is one of the greatest football players alive.
D. In for a penny, in for a pound, we need to stay up all night and get the report done since we cannot turn it in half-finished.",D,"D. In for a penny, in for a pound, we need to stay up all night and get the report done since we cannot turn it in half-finished.

Explanation:
The target sentence describes a situation where the director has done everything in their power to complete the film, despite the challenges they faced, including bankrupting their production company.

Option D is the most analogous sentence as it describes a situation where the speaker is willing to go all in and complete a task, despite the challenges they may face. The phrase ""in for a penny, in for a pound"" means that if they are going to do something, they might as well do it thoroughly and completely, rather than half-heartedly. This is similar to the director's attitude in the target sentence, where they are willing to do everything they can to get the film released, even if it means bankrupting their production company."
