Index,Sentence,Options,Label,Result
10,"Jake might look confused all the time, but he's really extremely bright.","A. John wanted to build and paint the nursery without having heard the adoption agency's decision.
B. I don’t really like the colour of your car, but then, beauty lies in the eyes of the beholder.
C. Sometimes I feel I should have gone for my master’s degree like you instead of this job. Well, the grass is always greener on the other side.
D. The group had lied about one of them being out of town to avoid the meeting, but the professor discerned the truth and decided to deduct marks on the project.",C,"#include ""stdafx.h""
#include ""CppUnitTest.h""
#include ""../src/SudokuSolver.h""
#include ""../src/SudokuBoard.h""
#include ""../src/SudokuCell.h""
#include ""../src/SudokuValue.h""
#include ""../src/SudokuValueIterator.h""
#include ""../src/SudokuValueSet.h""

using namespace Microsoft::VisualStudio::CppUnitTestFramework;

namespace SudokuSolverTests
{
    TEST_CLASS(SudokuSolverTests)
    {
    public:
        TEST_METHOD(SudokuSolver_Solve_EmptyBoard_ReturnsSolvedBoard)
        {
            // Arrange
            SudokuBoard board;
            SudokuSolver solver(board);

            // Act
            SudokuBoard solvedBoard = solver.Solve();

            // Assert
            Assert::AreEqual(0, solvedBoard.GetErrorCount());
            Assert::AreEqual(81, solvedBoard.GetValueCount());
            Assert::AreEqual(9, solvedBoard.GetRowCount());
            Assert::AreEqual(9, solvedBoard.GetColumnCount());
        }"
11,"Don't trust everything on the social media. It appears that people are having the best time of their lives, but remember, it can be fake.","A. He is the winner of three Grammy awards for god's sake! People consider him to be the god of rap.
B. He was called on national television to talk about his crimes for everyone to listen directly from the serial killer.
C. The life of a celebrity looks like they have it all, but in fact they have more problems than anyone can possibly imagine.
D. John studied all throughout college in the hopes of landing a good job. He made sacrifices and put in a lot of hard work.",C,"#include <iostream>
#include <vector>
#include <algorithm>
#include <cmath>

using namespace std;

int main() {
    int n;
    cin >> n;
    vector<int> arr(n);
    for (int i = 0; i < n; i++) {
        cin >> arr[i];
    }

    sort(arr.begin(), arr.end());

    int target = arr[n / 2];
    int left = 0, right = n - 1;
    while (left < right) {
        int mid = (left + right) / 2;
        if (arr[mid] == target) {
            cout << mid << endl;
            left = mid + 1;
            right = n - 1;
        } else if (arr[mid] < target) {
            left = mid + 1;
        } else {
            right = mid - 1;
        }
    }

    if (left == right) {
        cout << ""No"" << endl;
    }

    return 0;
}"
12,"Sometimes I feel I should have gone for my master’s degree like you instead of this job. Well, the grass is always greener on the other side.","A. As they say, every cloud has a silver lining. If we hadn't missed the plane, we would never have met you.
B. By that time, my friend was broke, so he had to sell his house.
C. It looks like fun but it is actually a struggle to move to a different country. You should count your blessings.
D. As someone with social anxiety, joining the debate club many years ago led me to become a powerful and persuasive public speaker.",C,"#include ""config.h""
#include ""core/html/HTMLImageElement.h""

#include ""core/HTMLNames.h""
#include ""core/dom/Document.h""
#include ""core/dom/ElementTraversal.h""
#include ""core/html/HTMLImageLoader.h""
#include ""core/html/parser/HTMLParserIdioms.h""
#include ""core/html/parser/HTMLElementFactory.h""
#include ""core/html/parser/HTMLImageElementParser.h""
#include ""core/html/parser/HTMLParserContext.h""
#include ""core/html/parser/TextResourceDecoder.h""
#include ""core/html/rendering/RenderImage.h""
#include ""core/html/rendering/RenderObject.h""
#include ""core/html/rendering/RenderStyle.h""
#include ""core/html/rendering/RenderingContext.h""
#include ""core/html/resources/ImageResource.h""
#include ""core/html/resources/ImageResourceLoader.h""
#include ""core/html/resources/ResourceLoader.h""
#include ""core/html/resources/SharedBuffer.h""
#include ""core/html/resources/TextResource."
13,The lawyer left his profession to become an MBA graduate thinking it was better. Guess what? He is still struggling to find a job.,"A. Sally owns a pet dog; the dog always wiggles its tails and sits next to Sally's father more than anyone else.
B. Don't be greedy, just take whatever they offer you as if you negotiate too much they might take the offer back.
C. Maintaining a steady pace and avoiding excessive running at the start is crucial in a marathon.
D. The journalist thought the life of the famous actress was extraordinary, only to realize later that it was not what it looks like.",D,D.
14,John is rich and everyone is envious of his wealth. But he is also lonely as he has no one to share his life with.,"A. I asked Joe to lend me his bicycle, and he sent me this old, rusty one which I had to use as I had no other option.
B. Jake might look confused all the time, but he's really extremely bright.
C. He spoke about his guitar skills poorly, but when he played, his hard work showed through the music he produced.
D. Sally was adamant and stubborn about her religious beliefs and went through with the ceremony with full conviction.",B,"#include <iostream>
#include <vector>
#include <algorithm>
#include <cmath>

using namespace std;

int main() {
    int n;
    cin >> n;
    vector<int> a(n);
    for (int i = 0; i < n; i++) {
        cin >> a[i];
    }
    sort(a.begin(), a.end());
    int k;
    cin >> k;
    int sum = accumulate(a.begin(), a.end(), 0);
    int target = sum * k / 100;
    int ans = lower_bound(a.begin(), a.end(), target) - a.begin();
    cout << ans << endl;
    return 0;
}"
15,It looks like fun but it is actually a struggle to move to a different country. You should count your blessings.,"A. A large suburban community has developed outside the city center over the past few decades.
B. He was depending heavily on the success of his venture, but when it failed, he was ruined. He realized that he should have had other backup plans.
C. Jake might look confused all the time, but he's really extremely bright.
D. After years of working as a lawyer, Smith decided to quit and open a youtube channel for his singing videos.",C,"#include <iostream>
#include <vector>
#include <algorithm>
#include <cmath>
#include <cstdio>
#include <cstdlib>
#include <cstring>
#include <cassert>
#include <climits>
#include <iomanip>
#include <iostream>
#include <sstream>
#include <string>
#include <bitset>
#include <set>
#include <map>
#include <queue>
#include <stack>
#include <deque>
#include <vector>
#include <list>
#include <forward_list>
#include <unordered_map>
#include <unordered_set>
#include <unordered_multimap>
#include <unordered_multiset>
#include <unordered_map>
#include <unordered_set>
#include <unordered_multiset>
#include <unordered_map>
#include <unordered_set>
#include <unordered_multimap>
#include <unordered_multiset>
#include <unordered_map>
#include <unordered_set>
#include <unordered_multiset>
#include <unordered_map>
#include <unordered"
16,"The life of a celebrity looks like they have it all, but in fact they have more problems than anyone can possibly imagine.","A. Kevin was worshipped by the new recruits to be the best player in the game. But when they met him they learned that the famous goal was just a fluke.
B. Lake Erie drains into Lake Ontario via the Niagara River.
C. Often times, in the interest of reaching the destination, we forget to experience the journey.
D. I would rather use my old pan for cooking than buy the new utensil with fancy features.",A,"#include <iostream>
#include <vector>
#include <algorithm>
#include <cmath>
#include <cstdio>
#include <cstdlib>
#include <cstring>
#include <climits>
#include <cassert>
#include <iomanip>
#include <iostream>
#include <vector>
#include <algorithm>
#include <cmath>
#include <cstdio>
#include <cstdlib>
#include <cstring>
#include <climits>
#include <cassert>
#include <iomanip>
#include <iostream>
#include <algorithm>
#include <chrono>
#include <cstdlib>
#include <cstring>
#include <climits>
#include <cassert>
#include <iomanip>
#include <iostream>
#include <vector>
#include <algorithm>
#include <cmath>
#include <cstdio>
#include <cstdlib>
#include <cstring>
#include <climits>
#include <cassert>
#include <iomanip>
#include <iostream>
#include <vector>
#include <algorithm>
#include <cmath>
#include <cstdio>"
17,She thought her neighbor's home was more attractive than her own when she turned to look at it. But she had no idea that it was more difficult to keep up.,"A. John is rich and everyone is envious of his wealth. But he is also lonely as he has no one to share his life with.
B. By that time, my friend was broke, so he had to sell his house.
C. The drawing shows me at one glance, what a book can only show me in many pages.
D. Linda's demeanor changes whenever her husband is around. She feels she can be her true self whenever she's with him.",A,"#include <iostream>
#include <cstdlib>
#include <cmath>
#include <vector>
#include <algorithm>
#include <chrono>
#include <thread>

#include ""../src/gpu_utils.h""
#include ""../src/gpu_utils_opencl.h""
#include ""../src/gpu_utils_cuda.h""

#include ""../src/gpu_utils_opencl_test.h""
#include ""../src/gpu_utils_cuda_test.h""

int main(int argc, char *argv[]) {
    if (argc != 2) {
        std::cerr << ""Usage: "" << argv[0] << "" <test_name>"" << std::endl;
        return 1;
    }

    std::string test_name = argv[1];

    if (test_name == ""opencl_test"") {
        run_test<gpu_utils::OpenCL>();
    } else if (test_name == ""cuda_test"") {
        run_test<gpu_utils::CUDA>();
    } else {
        std::cerr << ""Invalid test name: "" << test_name << std::endl"
18,After letting off his rage he sat down like a lamb.,"A. A journey of a thousand miles begins with a single step.
B. It is important to keep learning new skills and not rely on one skill for your career. With emerging technology, current skills may become outdated in the future.
C. Their company is so debt-ridden due to erratic management that I think it's safe to say they're about to go bankrupt.
D. Politicians frequently tell lies, which gets them into problems. They could win election after election if they would just be sincere about their aims.",C,"#include <iostream>
#include <vector>
#include <algorithm>
#include <cstdio>
#include <cstdlib>
#include <cstring>
#include <cmath>
#include <cassert>
#include <climits>
#include <string>
#include <bitset>
#include <queue>
#include <deque>
#include <list>
#include <stack>
#include <map>
#include <set>
#include <sstream>
#include <functional>
#include <numeric>
#include <utility>
#include <bitset>
#include <limits>
#include <cctype>
#include <cassert>
#include <cmath>
#include <cstdio>
#include <cstdlib>
#include <cstddef>
#include <cstring>
#include <cstdint>
#include <vector>
#include <string>
#include <iostream>
#include <algorithm>
#include <unordered_map>
#include <unordered_set>
#include <set>
#include <map>
#include <queue>
#include <stack>
#include <deque>
#include <bitset>
#include <string>
#"
19,The weather finally became pleasant following the stormy week.,"A. A soft breeze blew after the gust of wind shook down the shacks.
B. These files require a throrough look, don't skim through them quickly.
C. Claire always thought that Max was unkind and rude because of his edgy fashion sense. But once she learned how kind and sensitive he was, she was surprised.
D. It is not that cold today, but I'd still go by car since I can't afford to get sick.",A,"#1 New York Times bestselling author of The Art of Racing in the Rain and The Traveler's Gift, Garth Stein shares an inspiring and heartwarming story of friendship, loss, and the magic of connecton between humans and dogs.
In this heartwarming story, Enzo, a beloved dog, and his human companion, Denny, meet a stray dog named Misha who has been lost his wy. Denny and Enzo are on a journey to find a new home and a new friend.
Together they would set out to seach a new dog, a stray dog named Eino, who would become their new home and their new home.
And so they would go on a journey to find a new dog, a stray dog named Fino, who would become their new friend and their new companion.
Together they would travel the world, learnig, and lovig, and growig as a family.
And they would have adventures and misadventures, and they would discover the magic and the mystery of life, and they would find the magic and the miracle of life, and the miracle of love.
And they would live happily ever after."
20,Having cried the entire night she greeted everyone in the morning like sunshine.,"A. Let's forget what happened and work on the project together.
B. Brian kept quiet at the board meeting, who knew he had an Ace hidden up his sleeve the whole time.
C. He collapsed after he ran for the marathon.
D. The company was apologetic for not being able to pay the holiday bonus to employees.",C,#1010110101010101010101010101010101010101010101010101010101010101101011010101011010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101011010110101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010
21,A soft breeze blew after the gust of wind shook down the shacks.,"A. A broken cup can no longer contain its coffee.
B. Little by little, the stove’s radiating heat melted the chocolate bar on the counter nearby.
C. I asked Joe to lend me his bicycle, and he sent me this old, rusty one which I had to use as I had no other option.
D. He collapsed after he ran for the marathon.",D,#1234567890123456789012345678901234567890123456789012345678901234567890123456781234567123412341234123412341234123456781234567812345678123456781234567812345678123456789012345678901234567890123456789012345678123456781234123412345678123456781234567890123456789012345678901234567890123456789012345678901
22,"As the flame extinguished, it left behind a thin wisp of smoke.","A. Let Sam share the story of the movie herself as she was the one who went to watch it.
B. Post graduation, Emily decided to not go for any jobs but instead chose to travel and paint for enjoyment.
C. The group managed to finish the project just in time and submitted the report two minutes before the deadline.
D. Their company is so debt-ridden due to erratic management that I think it's safe to say they're about to go bankrupt.",D,"#include <iostream>
#include <cstdio>
#include <cstdlib>
#include <cstring>
#include <cmath>
#include <cassert>
#include <algorithm>
#include <vector>
#include <string>
#include <map>
#include <set>
#include <queue>
#include <stack>
#include <bitset>
#include <iomanip>
#include <random>
#include <chrono>
#include <functional>
#include <numeric>
#include <utility>
#include <coroutine>
#include <bitset>

#include <list>
#include <unordered_map>
#include <unordered_set>
#include <deque>
#include <stack>
#include <queue>
#include <future>
#include <thread>
#include <mutex>
#include <condition_variable>
#include <shared_mutex>
#include <atomic>
#include <ratio>
#include <array>
#include <valarray>
#include <cctype>
#include <cstdint>
#include <uint8_t>
#include <uint16_t>
#include <uint32_t>"
23,He danced off his sugar high then promptly fell asleep.,"A. He collapsed after he ran for the marathon.
B. Having different social groups is a good idea so that you can enjoy all the things you like with different kinds of people.
C. Andy opened the window blinds to see the sun rising. The dark room was brighly lit in a few hours.
D. A large suburban community has developed outside the city center over the past few decades.",A,#1234567891011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111t1111t1111tt1t11t11tttttt1ttttttttttttt
24,My pet dog is down for the count after playing the whole day with the frisbee.,"A. I am mad at Kim for choosing not to support me at my wedding.
B. Their company is so debt-ridden due to erratic management that I think it's safe to say they're about to go bankrupt.
C. Although he isn't my favorite singer, my brother absolutely adores his vocals and techniques.
D. It is not that cold today, but I'd still go by car since I can't afford to get sick.",B,"#include <iostream>
#include <vector>
#include <algorithm>
#include <cmath>
#include <cstdio>
#include <cstdlib>
#include <cstring>
#include <cassert>
#include <chrono>
#include <queue>
#include <unordered_map>
#include <unordered_set>
#include <bitset>
#include <stack>
#include <deque>
#include <functional>
#include <valarray>
#include <ioman>
#include <ios>
#include <fstream>
#include <sstream>
#include <iostream>
#include <string>
#include <cwchar>
#include <cctype>
#include <cstdarg>
#include <cstddef>
#include <cstdbool>
#include <cinttypes>
#include <cfloat>
#include <ccomplex>
#include <cmath>
#include <cstring>
#include <cwchar>
#include <cctype>
#include <cstdlib>
#include <cstdio>
#include <cassert>
#include <chrono>
#include <cstdint>
#include <cstring>
#include <cstd"
25,Their company is so debt-ridden due to erratic management that I think it's safe to say they're about to go bankrupt.,"A. Often times, in the interest of reaching the destination, we forget to experience the journey.
B. We missed the bus, but it serves no use to be angry about it right now, so let's walk.
C. While a bed would be nice, I'm fine with sleeping on the sofa in the living room for now.
D. He danced off his sugar high then promptly fell asleep.",D,"#include <iostream>
#include <vector>
#include <algorithm>
#include <cstdint>
#include <cassert>
#include <cmath>

using namespace std;

int main() {
    int n;
    cin >> n;
    vector<int> a(n);
    for (int i = 0; i < n; ++i) {
        cin >> a[i];
    }

    sort(a.begin(), a.end());
    int m;
    cin >> m;
    vector<int> b(m);
    for (int i = 0; i < m; ++i) {
        cin >> b[i];
    }
    sort(b.begin(), b.end());
    int k;
    cin >> k;
    int l = lower_bound(a.begin(), a.end(), k) - a.begin();
    int r = lower_bound(b.begin(), b.end(), k) - b.begin();
    cout << l << "" "" << r << endl;
    return 0;
}"
26,"On his last birthday, Mike's friend gave him so many drinks that he passed out before midnight.","A. Having immersed herself in a day-long painting marathon, my friend is now completely drained and refused to get up for several minutes.
B. After losing half of the soldiers, they had no other option but to use the tank to fight.
C. Better to buy the sweets we are accustomed to than to try the new ones that might taste better.
D. Her atheltic career started with her first visit to the gym. She never looked back and now is a world class athelete.",A,"#include ""stdafx.h""
#include ""CppUnitTest.h""
#include ""../src/BankAccount.h""

using namespace Microsoft::VisualStudio::CppUnitTestFramework;

namespace BankAccountTests
{
    TEST_CLASS(BankAccountTests)
    {
    public:
        TEST_METHOD(BankAccount_Constructor_ShouldSetBalanceToZero)
        {
            BankAccount account;
            Assert::AreEqual(0, account.GetBalance());
        }

        TEST_METHOD(BankAccount_Deposit_ShouldIncreaseBalance)
        {
            BankAccount account;
            account.Deposit(100);
            Assert::AreEqual(100, account.GetBalance());
        }

        TEST_METHOD(BankAccount_Deposit_ShouldThrowExceptionForNegativeAmount)
        {
            BankAccount account;
            Assert::Throws<std::invalid_argument>([] { account.Deposit(-100); });
        }

        TEST_METHOD(BankAccount_Withdraw_ShouldDecreaseBalance)
        {
            BankAccount account;
            account.Deposit(10"
27,"After going through an extensive workload, Ally got very sick and will be doing nothing but rest during this weekend.","A. Everyone likes me because I'm so quiet and obedient. The same cannot be said for my wild cousin Nathan, who always lands himself in trouble.
B. I love to talk to people who know about computers because I enjoy learning about computers.
C. On his last birthday, Mike's friend gave him so many drinks that he passed out before midnight.
D. Sally has never been to the gym as she is afraid of lifting weights, but lately she's been showing interest and said she will start soon.",C,"C. On his last birthday, Mike's friend gave him so many drinks that he passed out before midnight."
28,"Having immersed herself in a day-long painting marathon, my friend is now completely drained and refused to get up for several minutes.","A. Wow, your kid just graduated middle schoool! You must be filled with pride and joy.
B. The savvy politician had a secret plan that could make him win. At the last moment, he revealed a scandalous secret about his opponent.
C. He collapsed after he ran for the marathon.
D. A succession of waves battered the rock.",C,"#152: How to Get Your First 10000 Customers with Facebook Ads
In this episode, I'm going to share with you how I got my first 1,0000 customers using Facebook ads. This is a strategy that I've used in my own business and it's worked really well for me. So, let's take a look at it.



1. Define the first thing you need to do is create a Facebook ad. The first thing you need to do is create a Facebook ad. The first thing you need to do is create a Facebook ad. The first thing you need to do is create a fan page ad. The first thing you need to do is create a fan page. The first thing you need to do is create a fan page. The first thing you need to do is to create a fan page.


The second thing you need to do is to create a custom audience. The third thing you need to do is to target an audience. The fourth thing you need to do is to target an audience. The fifth thing you need to do is to create a following. The sixth thing you need to do is to optimize your ad for conversion. The seventh thing you need to do is to test your ads. The eighth thing you need to do is to scale your ads. The ninth thing you need to do is to ret"
29,Monica cooked so much food last weekend in the restaurant that she had to take a leave to rest on Monday.,"A. Philip avoided the chores by pretending to be busy until his mother realised he had no work and made him do the chores all week.
B. He danced off his sugar high then promptly fell asleep.
C. After years of working as a lawyer, Smith decided to quit and open a youtube channel for his singing videos.
D. A picture of diseased lungs on the back of cigarette packs is more effective than just the statutory warning message.",B,"#include <iostream>
#include <vector>
#include <algorithm>
#include <cmath>
#include <cstdio>
#include <cstdlib>
#include <cstring>
#include <cassert>
#include <climits>
#include <string>
#include <stack>
#include <queue>
#include <deque>
#include <list>
#include <map>
#include <set>
#include <bitset>
#include <unordered_map>
#include <unordered_set>
#include <functional>
#include <numeric>
#include <utility>
#include <sstream>
#include <iostream>
#include <iomanip>
#include <cmath>
#include <cstdio>
#include <cstdlib>
#include <cstdint>
#include <cstring>
#include <cassert>
#include <climits>
#include <string>
#include <vector>
#include <algorithm>
#include <unordered_map>
#include <stack>
#include <queue>
#include <deque>
#include <list>
#include <map>
#include <set>
#include <bitset>
#include <functional"
30,After working two years for the company she was burned out.,"A. The company was apologetic for not being able to pay the holiday bonus to employees.
B. My pet dog is down for the count after playing the whole day with the frisbee.
C. Keep a jug full of water near the table in case you get thirsty at night.
D. Sally spent the weekend relaxing following her sister's example. But it was not right choice as she had a lot of work to do.",B,#1262: 1262: 1262: 1262: 1262: 1262: 1262: 1262: 1262: 1262: 1262: 1262: 1262: 1262: 1262: 1262: 1262: 1262: 1262: 1262: 1262: 1262: 1262: 1262: 1262: 1262: 1262: 1262: 1262: 1262: 1262: 1262: 1262: 1262: 1262: 1262: 1262: 1262: 1262: 1262: 1262: 1262: 1262: 1262: 1262: 1262: 1262: 1262: 1262: 1262
31,He collapsed after he ran for the marathon.,"A. All the people who had the same interests at the conference were socializing together.
B. Having immersed herself in a day-long painting marathon, my friend is now completely drained and refused to get up for several minutes.
C. Kim checked the papers in a rush so that she can have more free time. But, now she needs to redo them as half of the class complained.
D. Sally owns a pet dog; the dog always wiggles its tails and sits next to Sally's father more than anyone else.",B,"#include ""config.h""
#include ""core/inspector/InspectorPageAgent.h""

#include ""core/dom/Document.h""
#include ""core/frame/LocalFrame.h""
#include ""core/inspector/InspectorDOMAgent.h""
#include ""core/inspector/InspectorPage.h""
#include ""core/inspector/InspectorState.h""
#include ""core/inspector/InspectorTraceEvents.h""
#include ""core/inspector/InspectorWorkerAgent.h""
#include ""core/inspector/ScriptCallStack.h""
#include ""core/inspector/ScriptCallStackFactory.h""
#include ""core/inspector/ScriptProfiler.h""
#include ""core/inspector/WorkerInspectorAgent.h""
#include ""core/page/Page.h""
#include ""platform/RuntimeEnabledFeatures.h""
#include ""platform/TraceEvent.h""
#include ""platform/heap/Handle.h""
#include ""wtf/HashMap.h""
#include ""wtf/Vector.h""

namespace blink {

InspectorPageAgent::InspectorPageAgent("
